gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSG00000152583.13,997.0064651804273,-4.605043572854614,0.2098053412563607,-21.949124580330494,8.828511063085251e-107,1.5331592312153847e-102,SPARCL1
ENSG00000164125.16,5890.2172836040345,-1.12150698178442,0.06649232911621766,-16.866712246223326,7.90769919306291e-64,6.866255209336525e-60,GASK1B
ENSG00000148175.13,13412.076819839356,-1.433494481511922,0.08790645473902867,-16.307044639299733,8.794607711242211e-60,5.0909052504477415e-56,STOM
ENSG00000179094.16,793.1492831105915,-3.2061829914512003,0.20143078285831573,-15.917045775999368,4.8263301354459207e-57,2.0953512283038466e-53,PER1
ENSG00000134686.21,2855.841628391173,-1.3946310114459628,0.09062019598750282,-15.389847663078246,1.9148255412192476e-53,6.65057206976269e-50,PHC2
ENSG00000120129.6,3407.155972052488,-2.954298646294505,0.20019378073556945,-14.757194931029142,2.765457244340693e-49,8.004155084203412e-46,DUSP1
ENSG00000125148.7,3657.2347232504244,-2.207418858086096,0.1505452726989439,-14.66282413596891,1.1153560209402698e-48,2.7670389513783892e-45,MT2A
ENSG00000189221.11,2349.69750925634,-3.308354059446806,0.2285642285859789,-14.474504956064479,1.755853350045107e-47,3.811518659610416e-44,MAOA
ENSG00000178695.6,2646.9049818331946,2.495270727600157,0.17999144403349182,13.863274118384489,1.0573889813236738e-43,2.0402907832963244e-40,KCTD12
ENSG00000101347.11,13277.923305021965,-3.8608757183452354,0.2792859454774128,-13.824095987878785,1.823893661550366e-43,3.1673737326483656e-40,SAMHD1
ENSG00000162614.19,5410.251237916309,-2.0349301411683385,0.1492991127237207,-13.629887706928267,2.6598927191057617e-42,4.199245178180969e-39,NEXN
ENSG00000196517.13,229.21089889103234,2.222059283608895,0.1641102153741218,13.540042455878023,9.07364617541079e-42,1.3131078290181982e-38,SLC6A9
ENSG00000096060.15,2560.5468479224264,-3.9440005137230183,0.2940365669115141,-13.41329942445528,5.0539347061673e-41,6.751279239023179e-38,FKBP5
ENSG00000162616.9,1477.2591649855121,-1.5173326896519594,0.11927972475410384,-12.720793016415437,4.532368403872814e-37,5.622079264403949e-34,DNAJB4
ENSG00000183044.12,515.1735747742937,-1.1615995196334603,0.09381766667596295,-12.38145821346753,3.2930463485272117e-35,3.8124695259015707e-32,ABAT
ENSG00000166741.8,7427.284962214175,-2.165924538585573,0.1774549595113164,-12.205488900114121,2.9055796514315546e-34,3.1536435141725236e-31,NNMT
ENSG00000116584.22,2244.8677124575183,1.0106862506057985,0.08497312204595618,11.894187553320531,1.2688173130514469e-32,1.2961342034383193e-29,ARHGEF2
