gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSG00000152583.8,995.6287590554821,-4.599243257947079,0.21026246132459606,-21.87382012449157,4.612893788624191e-106,7.991377199412549e-102,SPARCL1
ENSG00000148175.8,12732.649697949793,-1.4290668414473027,0.0851141062608433,-16.790011717537638,2.8878787040575915e-63,2.501480533454686e-59,STOM
ENSG00000179094.9,792.3117757896384,-3.200999810092176,0.2012812886436524,-15.903116636734243,6.028925583339148e-57,3.4815035601922468e-53,PER1
ENSG00000134686.12,2855.7260951116496,-1.3885885342164492,0.08984127878439442,-15.456019248666898,6.871596832585733e-54,2.976088588192881e-50,PHC2
ENSG00000125148.6,3653.7873450515153,-2.202022626820728,0.14907959434613535,-14.770784938601572,2.2606469419442705e-49,7.832689524448509e-46,MT2A
ENSG00000120129.5,3403.2366229574827,-2.9484971168670913,0.2003247114630955,-14.71858911131028,4.897722518517227e-49,1.4141357485132075e-45,DUSP1
ENSG00000189221.5,2332.9994790181718,-3.3024537161492904,0.22725073400299445,-14.532202637927561,7.574511788642178e-48,1.8745834603776726e-44,MAOA
ENSG00000109906.9,380.89705637324903,-7.159699776105306,0.4942877168939206,-14.484883057779593,1.5097939514034898e-47,3.2694588017642574e-44,ZBTB16
ENSG00000178695.4,2649.153517157398,2.50136537415248,0.17889054288841758,13.982658522718546,1.9891636555530428e-44,3.828919018755657e-41,KCTD12
ENSG00000101347.7,13233.023709377347,-3.855719853173392,0.279128055004832,-13.813444345845657,2.1147341850351284e-43,3.6635655021548566e-40,SAMHD1
ENSG00000162614.14,5411.9724908779845,-2.028925316716374,0.14948110454194563,-13.573122321604474,5.780614476652608e-42,9.10394229032089e-39,NEXN
ENSG00000196517.7,229.32849396405769,2.226623828152652,0.16421106828970114,13.559523431297837,6.958672454438569e-42,1.0046003466724481e-38,SLC6A9
ENSG00000096060.10,2557.6220308898546,-3.938280589657279,0.2948655594909253,-13.356190517660243,1.090013974227943e-40,1.452569391501914e-37,FKBP5
ENSG00000162616.8,1478.3716423589385,-1.509041276980714,0.11929490789612379,-12.649670498046017,1.1234499715840543e-36,1.3901890934087253e-33,DNAJB4
ENSG00000183044.7,514.6866765873197,-1.1579235411824436,0.0933122013474089,-12.409133258697866,2.3316313253543814e-35,2.6928787386959536e-32,ABAT
ENSG00000116584.13,2247.2395735789637,1.0167180438432584,0.08316727172718985,12.224977719340805,2.2864437934250345e-34,2.4756470173309562e-31,ARHGEF2
ENSG00000166741.3,7420.98976395207,-2.1612723966539487,0.17755447361489718,-12.172446870257927,4.358189163553665e-34,4.441251121729629e-31,NNMT
ENSG00000164125.11,5888.059924872427,-1.1162790529400797,0.09249686742384097,-12.068290354364583,1.553277589478897e-33,1.4949433866740229e-30,FAM198B
ENSG00000144369.8,1295.9880547227754,1.3538807106694748,0.11573538457677972,11.698070694803802,1.3038416054603794e-31,1.1888290512102953e-28,FAM171B
ENSG00000198624.8,2051.935901887423,-2.898063431800159,0.24962227610343418,-11.609794915095273,3.674959604397148e-31,3.18325000932881e-28,CCDC69
ENSG00000108821.9,100764.55197553817,1.301527601818641,0.11497568952368614,11.320024321754671,1.0444293998442734e-29,8.616045201381996e-27,COL1A1
ENSG00000135821.12,19548.865447578355,-3.000587764736872,0.26872242505752025,-11.166123423062267,5.973124182454712e-29,4.703563788038429e-26,GLUL
ENSG00000187193.8,94.74313463144641,-3.107645295141697,0.27928967426231277,-11.126960935272363,9.274377066502386e-29,6.985622100003798e-26,MT1X
ENSG00000162692.6,508.22384466850497,3.6133801195162696,0.32522025707639535,11.110562890513535,1.1145471368598514e-28,8.045172749566695e-26,VCAM1
ENSG00000164647.4,1813.786130705035,-1.5547407416269285,0.13999368803248413,-11.105791721596523,1.1757073665456353e-28,8.147181767214635e-26,STEAP1
ENSG00000163884.3,557.4740569871907,-4.569938002543277,0.4133411597454622,-11.056092273407929,2.048282365787154e-28,1.3647862963421789e-25,KLF15
ENSG00000114098.13,999.9612280278886,-1.3631898130557447,0.12348592571226366,-11.039232246046671,2.47135735455219e-28,1.585696104083783e-25,ARMC8
ENSG00000139132.10,1218.2363510804355,-2.2491909367595686,0.20389763785716578,-11.030980841157023,2.7089432232871527e-28,1.6760618714366654e-25,FGD4
ENSG00000177666.11,2236.8512945851444,-1.07726009610744,0.09771856297192266,-11.024109067352613,2.923994597431859e-28,1.7467338760658455e-25,PNPLA2
ENSG00000077684.11,1687.9131705420202,-1.2101767238235037,0.11048384792370627,-10.953426646211504,6.398050275366644e-28,3.694660765681725e-25,PHF17
ENSG00000165995.14,528.9503015301564,-3.3205911932357535,0.30541277570195946,-10.872469842179067,1.5592180005327986e-27,8.713513755235551e-25,CACNB2
ENSG00000123562.12,5066.284818832269,-1.0242237715490647,0.09459469997371514,-10.827496380174196,2.5503309748101138e-27,1.3806854314878254e-24,MORF4L2
ENSG00000181467.2,629.8432826946655,1.2735525182279024,0.11833316724185598,10.762430753035995,5.178587689886453e-27,2.7186016102906945e-24,RAP2B
ENSG00000116285.8,3226.725490262127,-2.4389411442032642,0.22735163464820757,-10.727616487020903,7.55189618647049e-27,3.847913221600434e-24,ERRFI1
ENSG00000157150.4,180.82046741309756,-2.963214582581386,0.2779751757433106,-10.659997154989458,1.566022343164456e-26,7.53604752027251e-24,TIMP4
ENSG00000145777.10,153.62185879429907,2.8009047170460044,0.2627046382428586,10.661801541763014,1.5359300323010423e-26,7.53604752027251e-24,TSLP
ENSG00000163491.12,159.9620880007395,2.4622895312257307,0.23118860703052105,10.650566058822545,1.733079725787227e-26,8.114560316091329e-24,NEK10
ENSG00000139289.9,2419.5482836282754,1.051974278003909,0.10082980933034949,10.433167383638677,1.7495705956282698e-25,7.976200262806354e-23,PHLDA1
ENSG00000183160.8,2981.013343691107,1.1717910201984627,0.1123871709486935,10.42637705271008,1.8791726254466108e-25,8.347381170060791e-23,TMEM119
ENSG00000103196.7,3073.237165956356,-2.698418358373944,0.2606991091741793,-10.350700341561451,4.1543565497948295e-25,1.7992518217161406e-22,CRISPLD2
ENSG00000119138.3,1679.671919448333,-2.108139862842713,0.20557410218135244,-10.254890282740787,1.1250369486728406e-24,4.753692707026413e-22,KLF9
ENSG00000185950.7,2009.9107911923265,-2.1659181532196943,0.21167256238972348,-10.23239917713987,1.4195819215246371e-24,5.855437430593527e-22,IRS2
ENSG00000163697.12,2368.355631730708,-1.0813181437117347,0.10591030828042441,-10.209753528888527,1.793197561639967e-24,7.224501059965299e-22,APBB2
ENSG00000166482.7,27052.735356683334,0.9622631288074731,0.09490142557165972,10.139606681470468,3.685805927412199e-24,1.4512023156020213e-21,MFAP4
ENSG00000158246.7,69.89795291039798,-2.324667288430541,0.2301518240100357,-10.100581641834715,5.4915503378868546e-24,2.114124845634486e-21,FAM46B
ENSG00000141401.7,619.668462129057,-2.33850241840605,0.2324087370641955,-10.06202455185716,8.130879762701835e-24,3.062160021935796e-21,IMPA2
ENSG00000133142.13,3042.345819937209,-1.5469492021301208,0.15462366084097715,-10.004608568420084,1.454658108670883e-23,5.361807888215825e-21,TCEAL4
ENSG00000211445.7,12268.492764353803,-3.7419699275048828,0.3762561423991374,-9.945272663576485,2.6444882483661864e-23,9.544398836394962e-21,GPX3
ENSG00000172986.8,752.5580689792247,1.5724586342103868,0.1592436449188995,9.874545605956316,5.367567662335644e-23,1.8977090241286265e-20,GXYLT2
ENSG00000103502.9,3317.1557493275986,-0.8203564172128827,0.08346453248146234,-9.8288026401524,8.461883028767437e-23,2.9318732318073416e-20,CDIPT
ENSG00000164484.7,814.2553786158169,1.2160731628863597,0.1254053927746718,9.697136111773101,3.100800285033755e-22,1.0532992968220543e-19,TMEM200A
ENSG00000131389.12,745.4366946678941,2.1130357090093854,0.22045076501275288,9.585068615602891,9.239620876269631e-22,3.0782152319325976e-19,SLC6A6
ENSG00000132970.8,1321.3035477502008,-1.1001302508437154,0.1152097190928962,-9.548936144498846,1.310349155819906e-21,4.283111089702651e-19,WASF3
ENSG00000181061.9,2237.0839073783163,-1.2077115050774512,0.12727834449499886,-9.488743036918631,2.338368151483238e-21,7.501831454869559e-19,HIGD1A
ENSG00000132356.7,2381.182477257334,-0.864332476841955,0.09127057806123677,-9.470001124152438,2.7984068321273463e-21,8.814472719958936e-19,PRKAA1
ENSG00000250978.1,56.005919205472544,-6.291253405060132,0.6661754728617821,-9.443838239846816,3.593686043969945e-21,1.1117324468881307e-18,RP11-357D18.1
ENSG00000197043.9,14000.85078138606,-0.9202589929489736,0.09775152546586015,-9.414267333049194,4.7639318222812974e-21,1.447900962968442e-18,ANXA6
ENSG00000161647.14,165.78115710105567,-1.566482281031891,0.16644792223905494,-9.411245631423903,4.902915535450268e-21,1.464450150623111e-18,MPP3
ENSG00000157514.12,2200.2771757108885,-3.3343604776830413,0.35509194989043424,-9.390132552179452,5.992479507687644e-21,1.759554491375945e-18,TSC22D3
ENSG00000163110.10,1309.994453844593,-1.5829050833641605,0.16879516212861206,-9.377668550465202,6.74475973844733e-21,1.947436961814359e-18,PDLIM5
ENSG00000134253.5,136.3274137625085,1.961127680733802,0.20938320089538998,9.366213107581643,7.51816088805295e-21,2.1351576922070376e-18,TRIM45
ENSG00000110756.13,992.8561685223567,-1.5868299355138173,0.1696857800312795,-9.351578754691788,8.634905714506402e-21,2.4127597838404665e-18,HPS5
ENSG00000124766.4,1276.831774603996,2.3583051032845224,0.2523607897889643,9.34497433320226,9.191176266273357e-21,2.5274275815384067e-18,SOX4
ENSG00000173838.7,49.96412903541093,-3.9070686984062237,0.4203417118529711,-9.294982125811142,1.4723093656043597e-20,3.9853574140203015e-18,MARCH10
ENSG00000221869.4,1960.6340995998712,-1.4961984309303809,0.161705251691375,-9.252627328307016,2.1904104009789075e-20,5.837949197932092e-18,CEBPD
ENSG00000146006.7,50.827068126513694,4.111183976948349,0.4451069495869207,9.236395838716321,2.5494000109990123e-20,6.691788756143468e-18,LRRTM2
ENSG00000157110.11,3395.6592116333563,-0.8776269462805053,0.0951062975311917,-9.227853139721613,2.761102583173485e-20,7.041438535666796e-18,RBPMS
ENSG00000113456.14,1008.1517173777828,-0.8439108022307579,0.09145363575237297,-9.227744695856563,2.7638987556300055e-20,7.041438535666796e-18,RAD1
ENSG00000227051.4,4607.460859467812,1.1450813446542454,0.12465464520298875,9.186030274199446,4.0760645960338446e-20,1.0233875806042076e-17,C14orf132
ENSG00000174306.17,3333.7719137252334,-1.1490322864200748,0.12566832191704275,-9.143372561134251,6.053441670013458e-20,1.498140335590188e-17,ZHX3
ENSG00000169738.3,613.3594096020527,-2.1497581613253094,0.23532110225744637,-9.135424493182203,6.515067135035748e-20,1.5896763809487225e-17,DCXR
ENSG00000151726.9,1453.7656401134657,-1.5974432198719535,0.17531590413811132,-9.111798656974731,8.102731413215416e-20,1.949607208368665e-17,ACSL1
ENSG00000157613.6,2778.6230852597914,0.9797299348361675,0.10766480622602284,9.099816078983148,9.048492866201478e-20,2.147343704302389e-17,CREB3L1
ENSG00000154734.10,30224.392285435522,-2.2942455738152545,0.252860906550195,-9.073152529253578,1.156222631304914e-19,2.7068109276657204e-17,ADAMTS1
ENSG00000196975.10,4905.025947181398,-1.190792175376895,0.13169370226916757,-9.042134550542483,1.5364181616246357e-19,3.548921097598026e-17,ANXA4
ENSG00000112837.12,2749.4156362772046,1.8051685317729114,0.19990759432450284,9.030014781942931,1.7164860926753982e-19,3.912684877566921e-17,TBX18
ENSG00000157214.9,3000.4790572014854,-1.984187879570668,0.22050121476308318,-8.998534913753524,2.2874977742510626e-19,5.146572914431871e-17,STEAP2
ENSG00000185432.10,3868.0770428401506,-2.3221246762127334,0.258148934248584,-8.995290578951794,2.3560812295979443e-19,5.232916823276255e-17,METTL7A
ENSG00000118689.10,3767.589854934253,-1.2941645862837323,0.1442498843561591,-8.971685433649187,2.9201134943365107e-19,6.403550148846292e-17,FOXO3
